seq,rtt_ms,status,timestamp
659,50.370,OK,1770975841.405587
660,84.633,OK,1770975841.492603
661,56.547,OK,1770975841.552608
662,56.479,OK,1770975841.611313
663,57.202,OK,1770975841.670365
664,64.180,OK,1770975841.736638
665,70.933,OK,1770975841.811580
666,56.173,OK,1770975841.871255
667,58.025,OK,1770975841.931656
668,49.605,OK,1770975841.983634
669,54.696,OK,1770975842.040583
670,67.911,OK,1770975842.110644
671,68.515,OK,1770975842.182543
672,66.850,OK,1770975842.252342
673,53.020,OK,1770975842.308587
674,60.960,OK,1770975842.371559
675,62.613,OK,1770975842.437617
676,76.564,OK,1770975842.517585
677,50.481,OK,1770975842.571504
678,57.727,OK,1770975842.631551
679,57.575,OK,1770975842.691407
680,57.796,OK,1770975842.751262
681,58.321,OK,1770975842.811339
682,57.366,OK,1770975842.870589
683,58.701,OK,1770975842.931568
684,57.619,OK,1770975842.991534
685,56.748,OK,1770975843.050558
686,57.737,OK,1770975843.110546
687,58.919,OK,1770975843.171634
688,56.542,OK,1770975843.230596
689,60.888,OK,1770975843.293646
690,53.333,OK,1770975843.350340
691,49.589,OK,1770975843.402338
692,47.163,OK,1770975843.451504
693,62.878,OK,1770975843.516577
694,51.594,OK,1770975843.571637
695,56.695,OK,1770975843.630607
696,58.436,OK,1770975843.691395
697,57.321,OK,1770975843.750700
698,59.512,OK,1770975843.812600
699,56.622,OK,1770975843.871592
700,58.417,OK,1770975843.932346
701,57.507,OK,1770975843.991681
702,59.475,OK,1770975844.053602
703,55.776,OK,1770975844.111615
704,56.630,OK,1770975844.170635
705,58.831,OK,1770975844.231662
706,58.489,OK,1770975844.292622
707,63.922,OK,1770975844.358673
708,78.391,OK,1770975844.440567
709,67.335,OK,1770975844.511369
710,63.976,OK,1770975844.578499
711,57.836,OK,1770975844.639545
712,69.658,OK,1770975844.711501
713,57.900,OK,1770975844.772592
714,56.812,OK,1770975844.831570
715,57.657,OK,1770975844.891499
716,58.101,OK,1770975844.951600
717,52.737,OK,1770975845.006594
718,62.289,OK,1770975845.071447
719,58.019,OK,1770975845.132309
720,61.403,OK,1770975845.195589
721,55.002,OK,1770975845.252649
722,51.788,OK,1770975845.306788
723,62.688,OK,1770975845.371694
724,56.465,OK,1770975845.431566
725,57.889,OK,1770975845.491591
726,57.839,OK,1770975845.551627
727,64.844,OK,1770975845.618605
728,49.239,OK,1770975845.671342
729,56.620,OK,1770975845.731382
730,58.255,OK,1770975845.791626
731,57.618,OK,1770975845.851626
732,57.624,OK,1770975845.911586
733,57.982,OK,1770975845.971694
734,56.764,OK,1770975846.030580
735,58.819,OK,1770975846.091578
736,57.007,OK,1770975846.150651
737,47.851,OK,1770975846.200635
738,48.714,OK,1770975846.251450
739,60.530,OK,1770975846.313828
740,51.439,OK,1770975846.368736
741,54.716,OK,1770975846.425604
742,63.972,OK,1770975846.491708
743,56.483,OK,1770975846.551650
744,58.694,OK,1770975846.612604
745,52.908,OK,1770975846.670754
746,53.548,OK,1770975846.726650
747,64.617,OK,1770975846.793623
